

Starting up. (ID: cqU-avod) 21:16.20
---------------------
[21:16:20] cqU-avod MISC: Saved storyteller is 'healer'
[21:16:20] cqU-avod ADMIN: Loading jobban_rank
[21:16:20] cqU-avod ADMIN: jobban_keylist was empty
[21:16:20] cqU-avod ADMIN: Loading Banlist
[21:16:49] cqU-avod ACCESS: Logout: RiotScopez/()
[21:17:23] cqU-avod ACCESS: Login: RiotScopez/() from 146.115.147.185-1871707424 || BYOND v514.1585
[21:17:23] cqU-avod ACCESS: Login: RiotScopez/(/(RiotScopez)) from 146.115.147.185-1871707424 || BYOND v514
[21:17:23] cqU-avod DEBUG: Could not find style "ErisStyle" for /mob/new_player.
[21:17:23] cqU-avod ACCESS: Login: RiotScopez/(/(RiotScopez)) from 146.115.147.185-1871707424 || BYOND v514
[21:18:04] cqU-avod ADMIN: EVENT *null* has loaded a character.
[21:18:12] cqU-avod ADMIN: Dominick Mccullough try find_inv_position a 14, but not have that slot!
[21:18:12] cqU-avod ADMIN: Dominick Mccullough try find_inv_position a 11, but not have that slot!
[21:18:12] cqU-avod ADMIN: Dominick Mccullough try find_inv_position a 13, but not have that slot!
[21:18:12] cqU-avod ADMIN: Dominick Mccullough try find_inv_position a 12, but not have that slot!
[21:18:12] cqU-avod ADMIN: Jackson Woodward try find_inv_position a 14, but not have that slot!
[21:18:12] cqU-avod ADMIN: Jackson Woodward try find_inv_position a 11, but not have that slot!
[21:18:12] cqU-avod ADMIN: Jackson Woodward try find_inv_position a 13, but not have that slot!
[21:18:12] cqU-avod ADMIN: Jackson Woodward try find_inv_position a 12, but not have that slot!
[21:18:12] cqU-avod ADMIN: Gary Weeter try find_inv_position a 14, but not have that slot!
[21:18:12] cqU-avod ADMIN: Gary Weeter try find_inv_position a 11, but not have that slot!
[21:18:12] cqU-avod ADMIN: Gary Weeter try find_inv_position a 13, but not have that slot!
[21:18:12] cqU-avod ADMIN: Gary Weeter try find_inv_position a 12, but not have that slot!
[21:18:12] cqU-avod ADMIN: Stephen Baker try find_inv_position a 14, but not have that slot!
[21:18:12] cqU-avod ADMIN: Stephen Baker try find_inv_position a 11, but not have that slot!
[21:18:12] cqU-avod ADMIN: Stephen Baker try find_inv_position a 13, but not have that slot!
[21:18:12] cqU-avod ADMIN: Stephen Baker try find_inv_position a 12, but not have that slot!
[21:18:13] cqU-avod ADMIN: Braiden Mosser try find_inv_position a 14, but not have that slot!
[21:18:13] cqU-avod ADMIN: Braiden Mosser try find_inv_position a 11, but not have that slot!
[21:18:13] cqU-avod ADMIN: Braiden Mosser try find_inv_position a 13, but not have that slot!
[21:18:13] cqU-avod ADMIN: Braiden Mosser try find_inv_position a 12, but not have that slot!
[21:18:13] cqU-avod ADMIN: Raymond Mckendrick try find_inv_position a 14, but not have that slot!
[21:18:13] cqU-avod ADMIN: Raymond Mckendrick try find_inv_position a 11, but not have that slot!
[21:18:13] cqU-avod ADMIN: Raymond Mckendrick try find_inv_position a 13, but not have that slot!
[21:18:13] cqU-avod ADMIN: Raymond Mckendrick try find_inv_position a 12, but not have that slot!
[21:41:31] cqU-ax49 GAME: Escape_Pod_West-East loaded at at 28,2,20
[21:41:33] cqU-ax49 GAME: penitentiary loaded at at 15,2,20
[21:41:33] cqU-ax49 GAME: Exit - 1 loaded at at 2,2,20
[21:41:39] cqU-ax49 SAY: *no key*/(/(rat (879))) squeals! 
[21:41:40] cqU-ax49 SAY: *no key*/(/(rat (957))) squeals! 
[21:41:41] cqU-ax49 SAY: *no key*/(/(rat (354))) squeals! 
[21:41:41] cqU-ax49 SAY: *no key*/(/(rat (897))) squeals! 
[21:41:42] cqU-ax49 SAY: *no key*/(/(rat (896))) squeals! 
[21:41:42] cqU-ax49 SAY: *no key*/(/(rat (869))) squeals! 
[21:41:45] cqU-ax49 SAY: *no key*/(/(rat (203))) squeals! 
[21:41:45] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:41:45] cqU-ax49 SAY: *no key*/(/(rat (545))) squeals! 
[21:41:48] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[21:41:48] cqU-ax49 SAY: *no key*/(/(rat (414))) squeals! 
[21:41:48] cqU-ax49 SAY: *no key*/(/(rat (20))) squeals! 
[21:41:48] cqU-ax49 SAY: *no key*/(/(rat (225))) squeals! 
[21:41:48] cqU-ax49 SAY: *no key*/(/(rat (466))) squeals! 
[21:41:56] cqU-ax49 GAME: commanderoffice loaded at at 171,47,20
[21:41:59] cqU-ax49 GAME: shooting_range loaded at at 80,47,20
[21:42:01] cqU-ax49 GAME: surgery loaded at at 15,29,20
[21:42:03] cqU-ax49 GAME: cargo_horizontal loaded at at 54,11,20
[21:42:04] cqU-ax49 GAME: cargo_horizontal loaded at at 158,101,20
[21:42:05] cqU-ax49 GAME: surgery loaded at at 184,29,20
[21:42:08] cqU-ax49 GAME: surgery loaded at at 184,101,20
[21:42:11] cqU-ax49 GAME: armory_secure loaded at at 54,20,20
[21:42:12] cqU-ax49 GAME: armory loaded at at 145,29,20
[21:42:15] cqU-ax49 GAME: shooting_range loaded at at 197,101,20
[21:42:15] cqU-ax49 SAY: *no key*/(/(rat (56))) squeals! 
[21:42:17] cqU-ax49 GAME: blocker loaded at at 2,137,20
[21:42:17] cqU-ax49 GAME: blocker loaded at at 15,137,20
[21:42:18] cqU-ax49 GAME: blocker loaded at at 28,137,20
[21:42:18] cqU-ax49 GAME: blocker loaded at at 41,137,20
[21:42:19] cqU-ax49 GAME: blocker loaded at at 54,137,20
[21:42:19] cqU-ax49 GAME: blocker loaded at at 67,137,20
[21:42:19] cqU-ax49 GAME: blocker loaded at at 80,137,20
[21:42:19] cqU-ax49 GAME: blocker loaded at at 93,137,20
[21:42:19] cqU-ax49 GAME: blocker loaded at at 106,137,20
[21:42:20] cqU-ax49 GAME: blocker loaded at at 119,137,20
[21:42:20] cqU-ax49 GAME: blocker loaded at at 132,137,20
[21:42:20] cqU-ax49 GAME: blocker loaded at at 145,137,20
[21:42:20] cqU-ax49 GAME: blocker loaded at at 158,137,20
[21:42:20] cqU-ax49 GAME: blocker loaded at at 2,128,20
[21:42:21] cqU-ax49 GAME: blocker loaded at at 15,128,20
[21:42:21] cqU-ax49 GAME: blocker loaded at at 28,128,20
[21:42:21] cqU-ax49 GAME: blocker loaded at at 41,128,20
[21:42:21] cqU-ax49 GAME: blocker loaded at at 54,128,20
[21:42:21] cqU-ax49 GAME: blocker loaded at at 67,128,20
[21:42:22] cqU-ax49 GAME: blocker loaded at at 80,128,20
[21:42:22] cqU-ax49 GAME: blocker loaded at at 93,128,20
[21:42:22] cqU-ax49 GAME: blocker loaded at at 106,128,20
[21:42:22] cqU-ax49 GAME: blocker loaded at at 119,128,20
[21:42:23] cqU-ax49 GAME: blocker loaded at at 132,128,20
[21:42:23] cqU-ax49 GAME: blocker loaded at at 145,128,20
[21:42:23] cqU-ax49 GAME: blocker loaded at at 158,128,20
[21:42:24] cqU-ax49 GAME: blocker loaded at at 2,119,20
[21:42:24] cqU-ax49 GAME: blocker loaded at at 15,119,20
[21:42:24] cqU-ax49 GAME: blocker loaded at at 28,119,20
[21:42:24] cqU-ax49 GAME: blocker loaded at at 41,119,20
[21:42:25] cqU-ax49 GAME: blocker loaded at at 54,119,20
[21:42:25] cqU-ax49 GAME: blocker loaded at at 67,119,20
[21:42:25] cqU-ax49 GAME: blocker loaded at at 80,119,20
[21:42:25] cqU-ax49 GAME: blocker loaded at at 93,119,20
[21:42:25] cqU-ax49 GAME: blocker loaded at at 106,119,20
[21:42:25] cqU-ax49 GAME: blocker loaded at at 119,119,20
[21:42:26] cqU-ax49 GAME: blocker loaded at at 132,119,20
[21:42:26] cqU-ax49 GAME: blocker loaded at at 145,119,20
[21:42:26] cqU-ax49 GAME: blocker loaded at at 158,119,20
[21:42:27] cqU-ax49 GAME: blocker loaded at at 2,110,20
[21:42:27] cqU-ax49 GAME: blocker loaded at at 15,110,20
[21:42:27] cqU-ax49 GAME: blocker loaded at at 28,110,20
[21:42:27] cqU-ax49 GAME: blocker loaded at at 41,110,20
[21:42:27] cqU-ax49 GAME: blocker loaded at at 54,110,20
[21:42:28] cqU-ax49 GAME: blocker loaded at at 67,110,20
[21:42:28] cqU-ax49 GAME: blocker loaded at at 80,110,20
[21:42:28] cqU-ax49 GAME: blocker loaded at at 93,110,20
[21:42:28] cqU-ax49 GAME: blocker loaded at at 106,110,20
[21:42:29] cqU-ax49 GAME: blocker loaded at at 119,110,20
[21:42:29] cqU-ax49 GAME: blocker loaded at at 2,101,20
[21:42:29] cqU-ax49 GAME: blocker loaded at at 15,101,20
[21:42:29] cqU-ax49 GAME: blocker loaded at at 28,101,20
[21:42:29] cqU-ax49 SAY: *no key*/(/(rat (202))) squeals! 
[21:42:29] cqU-ax49 GAME: blocker loaded at at 41,101,20
[21:42:29] cqU-ax49 GAME: blocker loaded at at 54,101,20
[21:42:30] cqU-ax49 GAME: blocker loaded at at 67,101,20
[21:42:30] cqU-ax49 GAME: blocker loaded at at 80,101,20
[21:42:30] cqU-ax49 GAME: blocker loaded at at 93,101,20
[21:42:30] cqU-ax49 GAME: blocker loaded at at 106,101,20
[21:42:31] cqU-ax49 GAME: blocker loaded at at 119,101,20
[21:42:31] cqU-ax49 GAME: blocker loaded at at 171,101,20
[21:42:31] cqU-ax49 GAME: blocker loaded at at 2,92,20
[21:42:31] cqU-ax49 GAME: blocker loaded at at 15,92,20
[21:42:31] cqU-ax49 GAME: blocker loaded at at 28,92,20
[21:42:32] cqU-ax49 GAME: blocker loaded at at 41,92,20
[21:42:32] cqU-ax49 GAME: blocker loaded at at 54,92,20
[21:42:32] cqU-ax49 GAME: blocker loaded at at 67,92,20
[21:42:33] cqU-ax49 GAME: blocker loaded at at 80,92,20
[21:42:33] cqU-ax49 GAME: blocker loaded at at 93,92,20
[21:42:33] cqU-ax49 GAME: blocker loaded at at 106,92,20
[21:42:33] cqU-ax49 GAME: blocker loaded at at 119,92,20
[21:42:34] cqU-ax49 GAME: blocker loaded at at 132,92,20
[21:42:34] cqU-ax49 GAME: blocker loaded at at 2,83,20
[21:42:34] cqU-ax49 GAME: blocker loaded at at 15,83,20
[21:42:34] cqU-ax49 GAME: blocker loaded at at 28,83,20
[21:42:34] cqU-ax49 GAME: blocker loaded at at 41,83,20
[21:42:35] cqU-ax49 GAME: blocker loaded at at 54,83,20
[21:42:35] cqU-ax49 GAME: blocker loaded at at 67,83,20
[21:42:35] cqU-ax49 GAME: blocker loaded at at 80,83,20
[21:42:35] cqU-ax49 GAME: blocker loaded at at 93,83,20
[21:42:35] cqU-ax49 GAME: blocker loaded at at 106,83,20
[21:42:36] cqU-ax49 GAME: blocker loaded at at 119,83,20
[21:42:36] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:42:36] cqU-ax49 GAME: blocker loaded at at 132,83,20
[21:42:36] cqU-ax49 GAME: blocker loaded at at 145,83,20
[21:42:37] cqU-ax49 GAME: blocker loaded at at 158,83,20
[21:42:37] cqU-ax49 GAME: blocker loaded at at 171,83,20
[21:42:37] cqU-ax49 GAME: blocker loaded at at 184,83,20
[21:42:38] cqU-ax49 GAME: blocker loaded at at 2,74,20
[21:42:38] cqU-ax49 GAME: blocker loaded at at 15,74,20
[21:42:38] cqU-ax49 GAME: blocker loaded at at 28,74,20
[21:42:39] cqU-ax49 GAME: blocker loaded at at 41,74,20
[21:42:39] cqU-ax49 GAME: blocker loaded at at 54,74,20
[21:42:39] cqU-ax49 GAME: blocker loaded at at 67,74,20
[21:42:39] cqU-ax49 GAME: blocker loaded at at 80,74,20
[21:42:39] cqU-ax49 GAME: blocker loaded at at 93,74,20
[21:42:40] cqU-ax49 GAME: blocker loaded at at 106,74,20
[21:42:40] cqU-ax49 GAME: Explosion with size (-1, 0, 1) in area Prepper Base 
[21:42:40] cqU-ax49 GAME: blocker loaded at at 119,74,20
[21:42:41] cqU-ax49 GAME: blocker loaded at at 132,74,20
[21:42:41] cqU-ax49 GAME: blocker loaded at at 145,74,20
[21:42:41] cqU-ax49 GAME: blocker loaded at at 158,74,20
[21:42:41] cqU-ax49 GAME: blocker loaded at at 171,74,20
[21:42:41] cqU-ax49 GAME: blocker loaded at at 2,65,20
[21:42:42] cqU-ax49 GAME: blocker loaded at at 15,65,20
[21:42:42] cqU-ax49 GAME: blocker loaded at at 28,65,20
[21:42:42] cqU-ax49 GAME: blocker loaded at at 41,65,20
[21:42:42] cqU-ax49 GAME: blocker loaded at at 54,65,20
[21:42:43] cqU-ax49 GAME: blocker loaded at at 67,65,20
[21:42:43] cqU-ax49 GAME: blocker loaded at at 80,65,20
[21:42:43] cqU-ax49 GAME: blocker loaded at at 93,65,20
[21:42:43] cqU-ax49 GAME: blocker loaded at at 106,65,20
[21:42:43] cqU-ax49 GAME: blocker loaded at at 119,65,20
[21:42:44] cqU-ax49 GAME: blocker loaded at at 132,65,20
[21:42:44] cqU-ax49 GAME: blocker loaded at at 145,65,20
[21:42:44] cqU-ax49 GAME: blocker loaded at at 158,65,20
[21:42:44] cqU-ax49 GAME: blocker loaded at at 171,65,20
[21:42:44] cqU-ax49 GAME: blocker loaded at at 2,56,20
[21:42:45] cqU-ax49 GAME: blocker loaded at at 15,56,20
[21:42:45] cqU-ax49 GAME: blocker loaded at at 28,56,20
[21:42:45] cqU-ax49 GAME: blocker loaded at at 41,56,20
[21:42:45] cqU-ax49 GAME: blocker loaded at at 54,56,20
[21:42:45] cqU-ax49 GAME: blocker loaded at at 67,56,20
[21:42:46] cqU-ax49 GAME: blocker loaded at at 80,56,20
[21:42:46] cqU-ax49 GAME: blocker loaded at at 93,56,20
[21:42:47] cqU-ax49 GAME: blocker loaded at at 106,56,20
[21:42:47] cqU-ax49 GAME: blocker loaded at at 119,56,20
[21:42:47] cqU-ax49 GAME: blocker loaded at at 132,56,20
[21:42:47] cqU-ax49 GAME: blocker loaded at at 145,56,20
[21:42:47] cqU-ax49 GAME: blocker loaded at at 158,56,20
[21:42:48] cqU-ax49 GAME: blocker loaded at at 171,56,20
[21:42:48] cqU-ax49 GAME: blocker loaded at at 2,47,20
[21:42:48] cqU-ax49 GAME: blocker loaded at at 15,47,20
[21:42:49] cqU-ax49 GAME: blocker loaded at at 28,47,20
[21:42:49] cqU-ax49 GAME: blocker loaded at at 41,47,20
[21:42:50] cqU-ax49 GAME: blocker loaded at at 54,47,20
[21:42:50] cqU-ax49 GAME: blocker loaded at at 67,47,20
[21:42:50] cqU-ax49 GAME: blocker loaded at at 93,47,20
[21:42:51] cqU-ax49 GAME: blocker loaded at at 106,47,20
[21:42:51] cqU-ax49 GAME: blocker loaded at at 119,47,20
[21:42:51] cqU-ax49 GAME: blocker loaded at at 132,47,20
[21:42:52] cqU-ax49 GAME: blocker loaded at at 145,47,20
[21:42:52] cqU-ax49 GAME: blocker loaded at at 158,47,20
[21:42:52] cqU-ax49 GAME: blocker loaded at at 2,38,20
[21:42:53] cqU-ax49 GAME: blocker loaded at at 15,38,20
[21:42:53] cqU-ax49 GAME: blocker loaded at at 28,38,20
[21:42:53] cqU-ax49 GAME: blocker loaded at at 2,29,20
[21:42:54] cqU-ax49 GAME: blocker loaded at at 28,29,20
[21:42:54] cqU-ax49 GAME: blocker loaded at at 54,29,20
[21:42:55] cqU-ax49 GAME: blocker loaded at at 67,29,20
[21:42:55] cqU-ax49 GAME: blocker loaded at at 80,29,20
[21:42:56] cqU-ax49 GAME: blocker loaded at at 93,29,20
[21:42:56] cqU-ax49 GAME: blocker loaded at at 106,29,20
[21:42:56] cqU-ax49 GAME: blocker loaded at at 119,29,20
[21:42:56] cqU-ax49 GAME: blocker loaded at at 132,29,20
[21:42:57] cqU-ax49 GAME: blocker loaded at at 158,29,20
[21:42:57] cqU-ax49 GAME: blocker loaded at at 171,29,20
[21:42:58] cqU-ax49 GAME: blocker loaded at at 197,29,20
[21:42:58] cqU-ax49 GAME: blocker loaded at at 67,20,20
[21:42:59] cqU-ax49 GAME: blocker loaded at at 80,20,20
[21:42:59] cqU-ax49 GAME: blocker loaded at at 93,20,20
[21:42:59] cqU-ax49 GAME: blocker loaded at at 106,20,20
[21:42:59] cqU-ax49 GAME: blocker loaded at at 119,20,20
[21:43:00] cqU-ax49 GAME: blocker loaded at at 132,20,20
[21:43:00] cqU-ax49 GAME: blocker loaded at at 145,20,20
[21:43:00] cqU-ax49 GAME: blocker loaded at at 158,20,20
[21:43:00] cqU-ax49 GAME: blocker loaded at at 171,20,20
[21:43:01] cqU-ax49 GAME: blocker loaded at at 184,20,20
[21:43:01] cqU-ax49 GAME: blocker loaded at at 197,20,20
[21:43:02] cqU-ax49 GAME: blocker loaded at at 67,11,20
[21:43:02] cqU-ax49 GAME: blocker loaded at at 80,11,20
[21:43:02] cqU-ax49 GAME: blocker loaded at at 93,11,20
[21:43:02] cqU-ax49 GAME: blocker loaded at at 106,11,20
[21:43:03] cqU-ax49 GAME: blocker loaded at at 119,11,20
[21:43:03] cqU-ax49 GAME: blocker loaded at at 132,11,20
[21:43:03] cqU-ax49 GAME: blocker loaded at at 145,11,20
[21:43:03] cqU-ax49 SAY: *no key*/(/(rat (85))) squeals! 
[21:43:03] cqU-ax49 GAME: blocker loaded at at 158,11,20
[21:43:04] cqU-ax49 GAME: blocker loaded at at 171,11,20
[21:43:04] cqU-ax49 GAME: blocker loaded at at 184,11,20
[21:43:04] cqU-ax49 GAME: blocker loaded at at 197,11,20
[21:43:04] cqU-ax49 GAME: blocker loaded at at 54,2,20
[21:43:05] cqU-ax49 GAME: blocker loaded at at 67,2,20
[21:43:05] cqU-ax49 GAME: blocker loaded at at 80,2,20
[21:43:05] cqU-ax49 GAME: blocker loaded at at 93,2,20
[21:43:05] cqU-ax49 GAME: blocker loaded at at 106,2,20
[21:43:06] cqU-ax49 GAME: blocker loaded at at 119,2,20
[21:43:06] cqU-ax49 GAME: blocker loaded at at 132,2,20
[21:43:06] cqU-ax49 GAME: blocker loaded at at 145,2,20
[21:43:06] cqU-ax49 GAME: blocker loaded at at 158,2,20
[21:43:07] cqU-ax49 GAME: blocker loaded at at 171,2,20
[21:43:07] cqU-ax49 GAME: blocker loaded at at 184,2,20
[21:43:07] cqU-ax49 GAME: blocker loaded at at 197,2,20
[21:43:35] cqU-ax49 GAME: morgue loaded at at 121,58,21
[21:43:35] cqU-ax49 GAME: barricades loaded at at 90,134,21
[21:43:36] cqU-ax49 GAME: freezer loaded at at 18,32,21
[21:43:36] cqU-ax49 SAY: Biosilicified Kraftwerk Roach/ : 10101010011100010101.
[21:43:36] cqU-ax49 GAME: mechbay loaded at at 142,144,21
[21:43:37] cqU-ax49 GAME: a lost roach loaded at at 36,118,21
[21:43:38] cqU-ax49 GAME: storage loaded at at 32,46,21
[21:43:38] cqU-ax49 GAME: a lost roach loaded at at 40,98,21
[21:43:38] cqU-ax49 GAME: Medical supplies loaded at at 22,102,21
[21:43:39] cqU-ax49 GAME: barricades loaded at at 154,95,21
[21:43:39] cqU-ax49 SAY: *no key*/(/(rat (504))) squeals! 
[21:43:39] cqU-ax49 GAME: freezer loaded at at 141,121,21
[21:43:40] cqU-ax49 GAME: a lost roach loaded at at 99,21,21
[21:43:40] cqU-ax49 GAME: freezer loaded at at 150,24,21
[21:43:40] cqU-ax49 GAME: Trash loaded at at 152,71,21
[21:43:41] cqU-ax49 GAME: Medical supplies loaded at at 63,133,21
[21:43:42] cqU-ax49 GAME: Medical supplies loaded at at 153,117,21
[21:43:42] cqU-ax49 GAME: toilet loaded at at 118,151,21
[21:43:42] cqU-ax49 GAME: toilet loaded at at 118,75,21
[21:43:43] cqU-ax49 GAME: sm_core loaded at at 21,132,21
[21:43:43] cqU-ax49 GAME: Medical supplies loaded at at 21,78,21
[21:43:44] cqU-ax49 GAME: Trash loaded at at 105,154,21
[21:43:44] cqU-ax49 GAME: hydro loaded at at 58,22,21
[21:43:45] cqU-ax49 GAME: office loaded at at 137,22,21
[21:43:46] cqU-ax49 GAME: barricades loaded at at 50,85,21
[21:43:46] cqU-ax49 GAME: barricades loaded at at 68,151,21
[21:43:46] cqU-ax49 GAME: library loaded at at 131,73,21
[21:43:47] cqU-ax49 GAME: Trash loaded at at 54,153,21
[21:43:47] cqU-ax49 GAME: sm_core loaded at at 116,29,21
[21:43:48] cqU-ax49 GAME: catwalks loaded at at 114,87,21
[21:43:48] cqU-ax49 GAME: sm_core loaded at at 30,144,21
[21:43:49] cqU-ax49 GAME: Trash loaded at at 46,66,21
[21:43:53] cqU-ax49 SAY: *no key*/(/(rat (80))) squeals! 
[21:44:05] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[21:44:07] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:44:09] cqU-ax49 SAY: *no key*/(/(rat (755))) squeals! 
[21:44:12] cqU-ax49 GAME: Explosion with size (0, 0, 2) in area Greyson Field Offices 
[21:44:13] cqU-ax49 GAME: Explosion with size (-1, 0, 1) in area Prepper Base 
[21:44:13] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:44:13] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[21:44:19] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[21:44:19] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[21:44:30] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[21:44:30] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:44:40] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[21:44:46] cqU-ax49 SAY: Lambertian Kraftwerk Roach/ : 10101010011100010101.
[21:45:00] cqU-ax49 GAME: Explosion with size (-1, 0, 1) in area Vault Bunker 
[21:45:05] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:45:15] cqU-ax49 DEBUG: Moved - the combat drone was deleted while still being listened to by /datum/effect/effect/system/trail/ion.
[21:45:17] cqU-ax49 SAY: *no key*/(/(rat (332))) squeals! 
[21:45:26] cqU-ax49 DEBUG: Moved - the combat drone was deleted while still being listened to by /datum/effect/effect/system/trail/ion.
[21:45:26] cqU-ax49 DEBUG: Moved - the combat drone was deleted while still being listened to by /datum/effect/effect/system/trail/ion.
[21:45:28] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:45:40] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:45:43] cqU-ax49 GAME: Explosion with size (-1, 1, 2) in area Deep Maintenance 
[21:46:05] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:46:08] cqU-ax49 DEBUG: Moved - the combat drone was deleted while still being listened to by /datum/effect/effect/system/trail/ion.
[21:46:09] cqU-ax49 GAME: Explosion with size (-1, 0, 1) in area Hunting Plains 
[21:46:14] cqU-ax49 GAME: Explosion with size (-1, 0, 1) in area Deep Maintenance 
[21:46:16] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:46:16] cqU-ax49 SAY: *no key*/(/(rat (579))) squeals! 
[21:46:25] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:46:36] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:46:40] cqU-ax49 ATTACK: Premier Griffiths (riotscopez) Used the flash to flash Premier Griffiths (riotscopez) (<A HREF='?_src_=holder;adminplayerobservecoodjump=1;X=112;Y=149;Z=3'>JMP</a>)
[21:46:46] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:46:56] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:47:14] cqU-ax49 GAME: Explosion with size (-1, 0, 1) in area Deep Maintenance 
[21:47:16] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[21:47:20] cqU-ax49 SAY: *no key*/(/(rat (600))) squeals! 
[21:47:44] cqU-ax49 GAME: Explosion with size (-1, 0, 1) in area Deep Maintenance 
[21:48:05] cqU-ax49 GAME: Explosion with size (-1, 0, 1) in area Hunting Plains 
[21:48:17] cqU-ax49 SAY: grey baby slime (699)/ : Brother...
[21:57:19] cqU-ax49 GAME: Explosion with size (-1, 1, 2) in area Prepper Base 
[21:57:45] cqU-ax49 SAY: grey baby slime (699)/ : Rawr...
[21:59:00] cqU-ax49 ADMIN: RiotScopez/(/(Katharine Griffiths)) played a local sound Orphaned Land - Mabool - The Story Of The Three Sons Of Seven - 08 Norra El Norra (Entering The Ark).ogg
[21:59:18] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[21:59:18] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[22:00:04] cqU-ax49 DEBUG: Moved - the combat drone was deleted while still being listened to by /datum/effect/effect/system/trail/ion.
[22:00:14] cqU-ax49 ADMIN: RiotScopez/(/(Katharine Griffiths)) stopped all currently playing sounds.
[22:00:15] cqU-ax49 GAME: Explosion with size (-1, 0, 1) in area Prepper Base 
[22:00:17] cqU-ax49 DEBUG: Moved - the combat drone was deleted while still being listened to by /datum/effect/effect/system/trail/ion.
[22:00:58] cqU-ax49 DEBUG: Moved - the combat drone was deleted while still being listened to by /datum/effect/effect/system/trail/ion.
[22:01:52] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:01:53] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:01:54] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:01:55] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:01:55] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:01:57] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:01:57] cqU-ax49 EMOTE: Pun Pun/ : <B>Pun Pun</B> coughs up blood!
[22:01:58] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:01:59] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:02:00] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:02:04] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:02:05] cqU-ax49 EMOTE: Pun Pun/ : <B>Pun Pun</B> is having trouble keeping their eyes open.
[22:02:07] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:02:08] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
