

Starting up. (ID: cqr-c9st) 15:41.04
---------------------
[15:41:04] cqr-c9st MISC: Saved storyteller is 'healer'
[15:41:04] cqr-c9st ADMIN: Loading jobban_rank
[15:41:04] cqr-c9st ADMIN: jobban_keylist was empty
[15:41:04] cqr-c9st ADMIN: Loading Banlist
[15:42:07] cqr-c9st ACCESS: Login: RiotScopez/() from 64.238.138.250-1871707424 || BYOND v514.1582
[15:42:07] cqr-c9st ACCESS: Login: RiotScopez/(/(RiotScopez)) from 64.238.138.250-1871707424 || BYOND v514
[15:42:08] cqr-c9st DEBUG: Could not find style "ErisStyle" for /mob/new_player.
[15:42:08] cqr-c9st ACCESS: Login: RiotScopez/(/(RiotScopez)) from 64.238.138.250-1871707424 || BYOND v514
[15:42:49] cqr-c9st ADMIN: EVENT *null* has loaded a character.
[15:42:57] cqr-c9st ADMIN: Weston Stephenson try find_inv_position a 14, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Weston Stephenson try find_inv_position a 11, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Weston Stephenson try find_inv_position a 13, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Weston Stephenson try find_inv_position a 12, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Keziah Greenwood try find_inv_position a 14, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Keziah Greenwood try find_inv_position a 11, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Keziah Greenwood try find_inv_position a 13, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Keziah Greenwood try find_inv_position a 12, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Jimmy Hirleman try find_inv_position a 14, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Jimmy Hirleman try find_inv_position a 11, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Jimmy Hirleman try find_inv_position a 13, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Jimmy Hirleman try find_inv_position a 12, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Christian Reid try find_inv_position a 14, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Christian Reid try find_inv_position a 11, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Christian Reid try find_inv_position a 13, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Christian Reid try find_inv_position a 12, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Moses Harrow try find_inv_position a 14, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Moses Harrow try find_inv_position a 11, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Moses Harrow try find_inv_position a 13, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Moses Harrow try find_inv_position a 12, but not have that slot!
[15:42:58] cqr-c9st ADMIN: Jeremiah Lowstetter try find_inv_position a 14, but not have that slot!
[15:42:58] cqr-c9st ADMIN: Jeremiah Lowstetter try find_inv_position a 11, but not have that slot!
[15:42:58] cqr-c9st ADMIN: Jeremiah Lowstetter try find_inv_position a 13, but not have that slot!
[15:42:58] cqr-c9st ADMIN: Jeremiah Lowstetter try find_inv_position a 12, but not have that slot!
[20:46:23] cqs-agdy GAME: penitentiary loaded at at 67,137,20
[20:46:24] cqs-agdy GAME: crematorium loaded at at 54,137,20
[20:46:24] cqs-agdy GAME: penitentiary loaded at at 41,137,20
[20:46:25] cqs-agdy GAME: crematorium loaded at at 28,137,20
[20:46:25] cqs-agdy GAME: crematorium loaded at at 15,137,20
[20:46:28] cqs-agdy GAME: Hallway_4way loaded at at 2,137,20
[20:46:28] cqs-agdy GAME: garden loaded at at 2,128,20
[20:46:29] cqs-agdy GAME: crematorium loaded at at 15,128,20
[20:46:29] cqs-agdy GAME: Hallway_4way loaded at at 15,119,20
[20:46:30] cqs-agdy GAME: autolathe_South-East loaded at at 2,119,20
[20:46:30] cqs-agdy GAME: Escape_Pod_West-East loaded at at 2,110,20
[20:46:31] cqs-agdy GAME: secure_storage_horizontal loaded at at 15,110,20
[20:46:32] cqs-agdy GAME: garden loaded at at 28,110,20
[20:46:33] cqs-agdy GAME: hallwayatmos_west-east loaded at at 41,110,20
[20:46:33] cqs-agdy GAME: checkpoint_horizontal loaded at at 54,110,20
[20:46:33] cqs-agdy GAME: Hallway_4way loaded at at 67,110,20
[20:46:34] cqs-agdy GAME: crematorium loaded at at 80,110,20
[20:46:34] cqs-agdy GAME: Hallway_4way loaded at at 80,101,20
[20:46:35] cqs-agdy GAME: checkpoint_horizontal loaded at at 67,101,20
[20:46:35] cqs-agdy GAME: secure_storage_horizontal loaded at at 54,101,20
[20:46:35] cqs-agdy GAME: garden loaded at at 41,101,20
[20:46:36] cqs-agdy GAME: showers loaded at at 28,101,20
[20:46:37] cqs-agdy GAME: Hallway_4way loaded at at 15,101,20
[20:46:38] cqs-agdy GAME: crematorium loaded at at 2,101,20
[20:46:39] cqs-agdy ADMIN: RiotScopez/(/(RiotScopez)) RiotScopez/(/(RiotScopez)) has saved their preferences.
[20:46:39] cqs-agdy ADMIN: RiotScopez/(/(RiotScopez)) RiotScopez/(/(RiotScopez)) has saved a character.
[20:46:39] cqs-agdy GAME: Hallway_4way loaded at at 2,92,20
[20:46:40] cqs-agdy GAME: checkpoint_horizontal loaded at at 15,92,20
[20:46:41] cqs-agdy GAME: Hallway_4way loaded at at 28,92,20
[20:46:43] cqs-agdy GAME: showers loaded at at 41,92,20
[20:46:44] cqs-agdy GAME: showers loaded at at 54,92,20
[20:46:45] cqs-agdy GAME: garden loaded at at 67,92,20
[20:46:46] cqs-agdy GAME: Hallway_4way loaded at at 80,92,20
[20:46:46] cqs-agdy GAME: Hallway_4way loaded at at 93,92,20
[20:46:47] cqs-agdy GAME: garden loaded at at 93,83,20
[20:46:47] cqs-agdy GAME: Escape_Pod_West-East loaded at at 80,83,20
[20:46:48] cqs-agdy GAME: garden loaded at at 67,83,20
[20:46:48] cqs-agdy GAME: checkpoint_vertical loaded at at 67,74,20
[20:46:48] cqs-agdy GAME: garden loaded at at 67,65,20
[20:46:49] cqs-agdy GAME: Escape_Pod_West-East loaded at at 80,65,20
[20:46:49] cqs-agdy GAME: hallwayatmos_west-east loaded at at 93,65,20
[20:46:50] cqs-agdy GAME: penitentiary loaded at at 106,65,20
[20:46:50] cqs-agdy GAME: showers loaded at at 119,65,20
[20:46:51] cqs-agdy GAME: Escape_Pod_West-East loaded at at 132,65,20
[20:46:51] cqs-agdy GAME: crematorium loaded at at 145,65,20
[20:46:51] cqs-agdy GAME: checkpoint_horizontal loaded at at 158,65,20
[20:46:52] cqs-agdy GAME: checkpoint_horizontal loaded at at 171,65,20
[20:46:52] cqs-agdy GAME: garden loaded at at 184,65,20
[20:46:53] cqs-agdy GAME: Hallway_4way loaded at at 184,56,20
[20:46:54] cqs-agdy GAME: Hallway_4way loaded at at 197,56,20
[20:46:54] cqs-agdy GAME: Escape_Pod_West-East loaded at at 197,47,20
[20:46:56] cqs-agdy GAME: secure_storage_horizontal loaded at at 184,47,20
[20:46:56] cqs-agdy GAME: crematorium loaded at at 171,47,20
[20:46:57] cqs-agdy GAME: crematorium loaded at at 158,47,20
[20:46:57] cqs-agdy GAME: crematorium loaded at at 145,47,20
[20:46:57] cqs-agdy GAME: Escape_Pod_West-East loaded at at 132,47,20
[20:46:58] cqs-agdy GAME: garden loaded at at 119,47,20
[20:46:58] cqs-agdy GAME: Hallway_4way loaded at at 119,38,20
[20:46:58] cqs-agdy GAME: Hallway_4way loaded at at 106,38,20
[20:46:59] cqs-agdy GAME: crematorium loaded at at 93,38,20
[20:46:59] cqs-agdy GAME: hallwayatmos_west-east loaded at at 80,38,20
[20:47:00] cqs-agdy GAME: garden loaded at at 67,38,20
[20:47:00] cqs-agdy GAME: checkpoint_horizontal loaded at at 54,38,20
[20:47:01] cqs-agdy GAME: hallwayatmos_west-east loaded at at 41,38,20
[20:47:01] cqs-agdy GAME: Escape_Pod_West-East loaded at at 28,38,20
[20:47:02] cqs-agdy GAME: Escape_Pod_West-East loaded at at 15,38,20
[20:47:03] cqs-agdy GAME: Hallway_4way loaded at at 15,29,20
[20:47:04] cqs-agdy GAME: crematorium loaded at at 2,29,20
[20:47:04] cqs-agdy GAME: Hallway_4way loaded at at 2,20,20
[20:47:05] cqs-agdy GAME: secure_storage_horizontal loaded at at 15,20,20
[20:47:05] cqs-agdy GAME: crematorium loaded at at 28,20,20
[20:47:06] cqs-agdy GAME: garden loaded at at 41,20,20
[20:47:06] cqs-agdy GAME: Hallway_4way loaded at at 54,20,20
[20:47:07] cqs-agdy GAME: checkpoint_horizontal loaded at at 67,20,20
[20:47:07] cqs-agdy GAME: Hallway_4way loaded at at 80,20,20
[20:47:07] cqs-agdy GAME: Hallway_4way loaded at at 93,20,20
[20:47:08] cqs-agdy GAME: hallwayatmos_west-east loaded at at 106,20,20
[20:47:08] cqs-agdy GAME: garden loaded at at 119,20,20
[20:47:10] cqs-agdy GAME: Escape_Pod_West-East loaded at at 119,11,20
[20:47:10] cqs-agdy GAME: crematorium loaded at at 106,11,20
[20:47:10] cqs-agdy GAME: garden loaded at at 106,2,20
[20:47:11] cqs-agdy GAME: Exit - 1 loaded at at 93,2,20
[20:47:19] cqs-agdy ADMIN: RiotScopez/(/(RiotScopez)) RiotScopez/(/(RiotScopez)) has saved their preferences.
[20:47:19] cqs-agdy ADMIN: RiotScopez/(/(RiotScopez)) RiotScopez/(/(RiotScopez)) has saved a character.
[20:47:19] cqs-agdy ADMIN: RiotScopez/(/(RiotScopez)) RiotScopez/(/(RiotScopez)) has saved their preferences.
[20:47:19] cqs-agdy ADMIN: RiotScopez/(/(RiotScopez)) RiotScopez/(/(RiotScopez)) has saved a character.
[20:47:34] cqs-agdy GAME: office loaded at at 54,83,20
[20:47:37] cqs-agdy GAME: anomaly loaded at at 145,56,20
[20:47:38] cqs-agdy ADMIN: RiotScopez has started the game.
[20:47:51] cqs-agdy GAME: armory_secure loaded at at 106,83,20
[20:47:53] cqs-agdy GAME: armory_secure loaded at at 132,11,20
[20:47:55] cqs-agdy SAY: *no key*/(/(rat (591))) squeals! 
[20:47:55] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:47:55] cqs-agdy SAY: Kraftwerk Roach/ : 10101010011100010101.
[20:47:56] cqs-agdy ACCESS: Logout: *no key*/(/(RiotScopez))
[20:47:56] cqs-agdy ACCESS: Login: RiotScopez/(/(Karly Graham)) from 146.115.147.185-1871707424 || BYOND v514
[20:47:56] cqs-agdy DEBUG: Could not find style "ErisStyle" for /mob/living/carbon/human.
[20:47:58] cqs-agdy DEBUG: Creating records for Karly Graham
[20:48:00] cqs-agdy GAME: shooting_range loaded at at 28,83,20
[20:48:03] cqs-agdy GAME: surgery loaded at at 28,128,20
[20:48:05] cqs-agdy GAME: armory loaded at at 28,119,20
[20:48:07] cqs-agdy GAME: cargo_vertical loaded at at 119,29,20
[20:48:08] cqs-agdy GAME: armory loaded at at 93,74,20
[20:48:10] cqs-agdy GAME: Explosion with size (-1, 0, 1) in area Swamp Caves 
[20:48:13] cqs-agdy GAME: surgery loaded at at 67,119,20
[20:48:20] cqs-agdy GAME: Explosion with size (-1, 0, 1) in area Underground Floor 1 South Maintenance 
[20:48:22] cqs-agdy GAME: mechbay loaded at at 54,65,20
[20:48:23] cqs-agdy SAY: *no key*/(/(rat (910))) squeals! 
[20:48:24] cqs-agdy GAME: surgery loaded at at 15,47,20
[20:48:27] cqs-agdy GAME: anomaly loaded at at 80,74,20
[20:48:27] cqs-agdy SAY: *no key*/(/(rat (551))) squeals! 
[20:48:28] cqs-agdy SAY: *no key*/(/(rat (915))) squeals! 
[20:48:31] cqs-agdy SAY: *no key*/(/(rat (548))) squeals! 
[20:48:32] cqs-agdy GAME: surgery loaded at at 93,11,20
[20:48:37] cqs-agdy GAME: anomaly loaded at at 67,56,20
[20:48:38] cqs-agdy GAME: refinery loaded at at 171,56,20
[20:48:40] cqs-agdy GAME: armory loaded at at 158,38,20
[20:48:46] cqs-agdy GAME: refinery loaded at at 2,38,20
[20:49:01] cqs-agdy GAME: cargo_horizontal loaded at at 93,101,20
[20:49:04] cqs-agdy GAME: shooting_range loaded at at 132,38,20
[20:49:06] cqs-agdy GAME: surgery loaded at at 145,38,20
[20:49:08] cqs-agdy GAME: armory_secure loaded at at 197,65,20
[20:49:08] cqs-agdy SAY: Kraftwerk Roach/ : 10101010011100010101.
[20:49:09] cqs-agdy GAME: blocker loaded at at 106,137,20
[20:49:09] cqs-agdy GAME: blocker loaded at at 119,137,20
[20:49:09] cqs-agdy GAME: blocker loaded at at 132,137,20
[20:49:09] cqs-agdy GAME: blocker loaded at at 145,137,20
[20:49:09] cqs-agdy SAY: *no key*/(/(rat (749))) squeals! 
[20:49:10] cqs-agdy GAME: blocker loaded at at 158,137,20
[20:49:10] cqs-agdy SAY: Kraftwerk Roach/ : 10101010011100010101.
[20:49:10] cqs-agdy GAME: blocker loaded at at 171,137,20
[20:49:10] cqs-agdy GAME: blocker loaded at at 184,137,20
[20:49:10] cqs-agdy GAME: blocker loaded at at 197,137,20
[20:49:11] cqs-agdy GAME: blocker loaded at at 41,128,20
[20:49:11] cqs-agdy GAME: blocker loaded at at 54,128,20
[20:49:12] cqs-agdy GAME: blocker loaded at at 67,128,20
[20:49:12] cqs-agdy GAME: blocker loaded at at 80,128,20
[20:49:13] cqs-agdy GAME: blocker loaded at at 93,128,20
[20:49:13] cqs-agdy SAY: *no key*/(/(rat (404))) squeals! 
[20:49:13] cqs-agdy SAY: *no key*/(/(rat (654))) squeals! 
[20:49:13] cqs-agdy GAME: blocker loaded at at 106,128,20
[20:49:13] cqs-agdy GAME: blocker loaded at at 119,128,20
[20:49:13] cqs-agdy GAME: blocker loaded at at 132,128,20
[20:49:14] cqs-agdy GAME: blocker loaded at at 145,128,20
[20:49:14] cqs-agdy GAME: blocker loaded at at 158,128,20
[20:49:14] cqs-agdy GAME: blocker loaded at at 171,128,20
[20:49:15] cqs-agdy GAME: blocker loaded at at 184,128,20
[20:49:15] cqs-agdy GAME: blocker loaded at at 197,128,20
[20:49:15] cqs-agdy SAY: *no key*/(/(rat (373))) squeals! 
[20:49:15] cqs-agdy GAME: blocker loaded at at 41,119,20
[20:49:15] cqs-agdy SAY: Kraftwerk Roach/ : 10101010011100010101.
[20:49:15] cqs-agdy GAME: blocker loaded at at 54,119,20
[20:49:16] cqs-agdy SAY: *no key*/(/(rat (446))) squeals! 
[20:49:16] cqs-agdy GAME: blocker loaded at at 80,119,20
[20:49:16] cqs-agdy GAME: blocker loaded at at 93,119,20
[20:49:16] cqs-agdy SAY: *no key*/(/(rat (291))) squeals! 
[20:49:16] cqs-agdy SAY: *no key*/(/(rat (660))) squeals! 
[20:49:16] cqs-agdy GAME: blocker loaded at at 106,119,20
[20:49:16] cqs-agdy GAME: blocker loaded at at 119,119,20
[20:49:16] cqs-agdy GAME: blocker loaded at at 132,119,20
[20:49:17] cqs-agdy SAY: *no key*/(/(rat (325))) squeals! 
[20:49:17] cqs-agdy GAME: blocker loaded at at 145,119,20
[20:49:17] cqs-agdy GAME: blocker loaded at at 158,119,20
[20:49:17] cqs-agdy SAY: *no key*/(/(rat (91))) squeals! 
[20:49:17] cqs-agdy GAME: blocker loaded at at 171,119,20
[20:49:18] cqs-agdy SAY: *no key*/(/(rat (877))) squeals! 
[20:49:18] cqs-agdy GAME: blocker loaded at at 184,119,20
[20:49:18] cqs-agdy SAY: *no key*/(/(rat (637))) squeals! 
[20:49:19] cqs-agdy GAME: blocker loaded at at 197,119,20
[20:49:19] cqs-agdy GAME: blocker loaded at at 93,110,20
[20:49:19] cqs-agdy GAME: blocker loaded at at 106,110,20
[20:49:19] cqs-agdy GAME: blocker loaded at at 119,110,20
[20:49:20] cqs-agdy SAY: *no key*/(/(rat (213))) squeals! 
[20:49:20] cqs-agdy GAME: blocker loaded at at 132,110,20
[20:49:20] cqs-agdy GAME: blocker loaded at at 145,110,20
[20:49:20] cqs-agdy GAME: blocker loaded at at 158,110,20
[20:49:20] cqs-agdy GAME: blocker loaded at at 171,110,20
[20:49:21] cqs-agdy GAME: blocker loaded at at 184,110,20
[20:49:21] cqs-agdy GAME: blocker loaded at at 197,110,20
[20:49:22] cqs-agdy GAME: blocker loaded at at 106,101,20
[20:49:22] cqs-agdy GAME: blocker loaded at at 119,101,20
[20:49:22] cqs-agdy SAY: Biosilicified Kraftwerk Roach/ : 10101010011100010101.
[20:49:22] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:49:22] cqs-agdy GAME: blocker loaded at at 132,101,20
[20:49:23] cqs-agdy GAME: blocker loaded at at 145,101,20
[20:49:23] cqs-agdy GAME: blocker loaded at at 158,101,20
[20:49:23] cqs-agdy GAME: blocker loaded at at 171,101,20
[20:49:24] cqs-agdy GAME: blocker loaded at at 184,101,20
[20:49:24] cqs-agdy GAME: blocker loaded at at 197,101,20
[20:49:24] cqs-agdy SAY: Quick Kraftwerk Roach/ : 10101010011100010101.
[20:49:24] cqs-agdy GAME: blocker loaded at at 106,92,20
[20:49:24] cqs-agdy GAME: blocker loaded at at 119,92,20
[20:49:25] cqs-agdy GAME: blocker loaded at at 132,92,20
[20:49:25] cqs-agdy GAME: blocker loaded at at 145,92,20
[20:49:25] cqs-agdy GAME: blocker loaded at at 158,92,20
[20:49:26] cqs-agdy GAME: blocker loaded at at 171,92,20
[20:49:26] cqs-agdy GAME: blocker loaded at at 184,92,20
[20:49:26] cqs-agdy GAME: blocker loaded at at 197,92,20
[20:49:27] cqs-agdy GAME: blocker loaded at at 2,83,20
[20:49:27] cqs-agdy GAME: blocker loaded at at 15,83,20
[20:49:27] cqs-agdy GAME: blocker loaded at at 41,83,20
[20:49:28] cqs-agdy GAME: blocker loaded at at 119,83,20
[20:49:28] cqs-agdy GAME: blocker loaded at at 132,83,20
[20:49:28] cqs-agdy GAME: blocker loaded at at 145,83,20
[20:49:29] cqs-agdy GAME: blocker loaded at at 158,83,20
[20:49:29] cqs-agdy GAME: blocker loaded at at 171,83,20
[20:49:29] cqs-agdy GAME: blocker loaded at at 184,83,20
[20:49:29] cqs-agdy GAME: blocker loaded at at 197,83,20
[20:49:30] cqs-agdy GAME: blocker loaded at at 2,74,20
[20:49:30] cqs-agdy GAME: blocker loaded at at 15,74,20
[20:49:30] cqs-agdy GAME: blocker loaded at at 28,74,20
[20:49:30] cqs-agdy GAME: blocker loaded at at 41,74,20
[20:49:31] cqs-agdy GAME: blocker loaded at at 54,74,20
[20:49:31] cqs-agdy GAME: blocker loaded at at 106,74,20
[20:49:32] cqs-agdy GAME: blocker loaded at at 119,74,20
[20:49:32] cqs-agdy SAY: *no key*/(/(rat (582))) squeals! 
[20:49:32] cqs-agdy GAME: blocker loaded at at 132,74,20
[20:49:32] cqs-agdy GAME: blocker loaded at at 145,74,20
[20:49:32] cqs-agdy GAME: blocker loaded at at 158,74,20
[20:49:33] cqs-agdy GAME: blocker loaded at at 171,74,20
[20:49:33] cqs-agdy GAME: blocker loaded at at 184,74,20
[20:49:34] cqs-agdy GAME: blocker loaded at at 197,74,20
[20:49:34] cqs-agdy SAY: *no key*/(/(rat (882))) squeals! 
[20:49:34] cqs-agdy GAME: blocker loaded at at 2,65,20
[20:49:34] cqs-agdy SAY: *no key*/(/(rat (277))) squeals! 
[20:49:34] cqs-agdy GAME: blocker loaded at at 15,65,20
[20:49:34] cqs-agdy GAME: blocker loaded at at 28,65,20
[20:49:35] cqs-agdy GAME: blocker loaded at at 41,65,20
[20:49:35] cqs-agdy GAME: blocker loaded at at 2,56,20
[20:49:36] cqs-agdy GAME: blocker loaded at at 15,56,20
[20:49:36] cqs-agdy GAME: blocker loaded at at 28,56,20
[20:49:36] cqs-agdy GAME: blocker loaded at at 41,56,20
[20:49:36] cqs-agdy GAME: blocker loaded at at 54,56,20
[20:49:37] cqs-agdy GAME: blocker loaded at at 80,56,20
[20:49:37] cqs-agdy GAME: blocker loaded at at 93,56,20
[20:49:37] cqs-agdy GAME: blocker loaded at at 106,56,20
[20:49:38] cqs-agdy GAME: blocker loaded at at 119,56,20
[20:49:38] cqs-agdy GAME: blocker loaded at at 132,56,20
[20:49:39] cqs-agdy GAME: blocker loaded at at 158,56,20
[20:49:39] cqs-agdy GAME: blocker loaded at at 2,47,20
[20:49:39] cqs-agdy GAME: blocker loaded at at 28,47,20
[20:49:40] cqs-agdy GAME: blocker loaded at at 41,47,20
[20:49:40] cqs-agdy GAME: blocker loaded at at 54,47,20
[20:49:41] cqs-agdy GAME: blocker loaded at at 67,47,20
[20:49:41] cqs-agdy GAME: blocker loaded at at 80,47,20
[20:49:41] cqs-agdy GAME: blocker loaded at at 93,47,20
[20:49:42] cqs-agdy GAME: blocker loaded at at 106,47,20
[20:49:42] cqs-agdy GAME: blocker loaded at at 171,38,20
[20:49:42] cqs-agdy GAME: blocker loaded at at 184,38,20
[20:49:43] cqs-agdy GAME: blocker loaded at at 197,38,20
[20:49:43] cqs-agdy GAME: blocker loaded at at 28,29,20
[20:49:44] cqs-agdy GAME: blocker loaded at at 41,29,20
[20:49:44] cqs-agdy GAME: blocker loaded at at 54,29,20
[20:49:45] cqs-agdy GAME: blocker loaded at at 67,29,20
[20:49:45] cqs-agdy GAME: blocker loaded at at 80,29,20
[20:49:46] cqs-agdy GAME: blocker loaded at at 93,29,20
[20:49:46] cqs-agdy GAME: blocker loaded at at 106,29,20
[20:49:46] cqs-agdy GAME: blocker loaded at at 132,29,20
[20:49:47] cqs-agdy GAME: blocker loaded at at 145,29,20
[20:49:47] cqs-agdy GAME: blocker loaded at at 158,29,20
[20:49:47] cqs-agdy GAME: blocker loaded at at 171,29,20
[20:49:47] cqs-agdy GAME: blocker loaded at at 184,29,20
[20:49:47] cqs-agdy GAME: blocker loaded at at 197,29,20
[20:49:48] cqs-agdy GAME: blocker loaded at at 132,20,20
[20:49:48] cqs-agdy GAME: blocker loaded at at 145,20,20
[20:49:48] cqs-agdy GAME: blocker loaded at at 158,20,20
[20:49:48] cqs-agdy GAME: blocker loaded at at 171,20,20
[20:49:49] cqs-agdy GAME: blocker loaded at at 184,20,20
[20:49:49] cqs-agdy GAME: blocker loaded at at 197,20,20
[20:49:49] cqs-agdy GAME: blocker loaded at at 2,11,20
[20:49:49] cqs-agdy GAME: blocker loaded at at 15,11,20
[20:49:50] cqs-agdy GAME: blocker loaded at at 28,11,20
[20:49:50] cqs-agdy GAME: blocker loaded at at 41,11,20
[20:49:51] cqs-agdy GAME: blocker loaded at at 54,11,20
[20:49:51] cqs-agdy GAME: blocker loaded at at 67,11,20
[20:49:52] cqs-agdy GAME: blocker loaded at at 80,11,20
[20:49:52] cqs-agdy GAME: blocker loaded at at 145,11,20
[20:49:52] cqs-agdy GAME: blocker loaded at at 158,11,20
[20:49:52] cqs-agdy GAME: blocker loaded at at 171,11,20
[20:49:53] cqs-agdy GAME: blocker loaded at at 184,11,20
[20:49:54] cqs-agdy GAME: blocker loaded at at 197,11,20
[20:49:54] cqs-agdy GAME: blocker loaded at at 2,2,20
[20:49:54] cqs-agdy GAME: blocker loaded at at 15,2,20
[20:49:55] cqs-agdy GAME: blocker loaded at at 28,2,20
[20:49:55] cqs-agdy GAME: blocker loaded at at 41,2,20
[20:49:55] cqs-agdy GAME: blocker loaded at at 54,2,20
[20:49:55] cqs-agdy GAME: blocker loaded at at 67,2,20
[20:49:56] cqs-agdy GAME: blocker loaded at at 80,2,20
[20:49:56] cqs-agdy GAME: blocker loaded at at 119,2,20
[20:49:56] cqs-agdy GAME: blocker loaded at at 132,2,20
[20:49:56] cqs-agdy GAME: blocker loaded at at 145,2,20
[20:49:57] cqs-agdy GAME: blocker loaded at at 158,2,20
[20:49:57] cqs-agdy GAME: blocker loaded at at 171,2,20
[20:49:57] cqs-agdy GAME: blocker loaded at at 184,2,20
[20:49:57] cqs-agdy GAME: blocker loaded at at 197,2,20
[20:50:05] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:50:46] cqs-agdy SAY: Kraftwerk Roach/ : 10101010011100010101.
[20:50:47] cqs-agdy SAY: Kraftwerk Roach/ : 10101010011100010101.
[20:50:48] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:50:59] cqs-agdy GAME: Explosion with size (-1, 0, 1) in area Swamp Caves 
[20:51:03] cqs-agdy SAY: *no key*/(/(rat (244))) squeals! 
[20:51:09] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:51:09] cqs-agdy SAY: Kraftwerk Roach/ : 10101010011100010101.
[20:51:11] cqs-agdy SAY: Lambertian Kraftwerk Roach/ : 10101010011100010101.
[20:51:12] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:51:18] cqs-agdy DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x2104dcdc]'>[view]</A>
[20:51:29] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:51:31] cqs-agdy GAME: Explosion with size (-1, 0, 1) in area Vault Bunker 
[20:51:32] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:51:33] cqs-agdy SAY: *no key*/(/(rat (170))) squeals! 
[20:51:33] cqs-agdy SAY: *no key*/(/(rat (243))) squeals! 
[20:51:35] cqs-agdy GAME: cryo loaded at at 86,47,21
[20:51:36] cqs-agdy GAME: catwalks loaded at at 70,23,21
[20:51:36] cqs-agdy GAME: mechbay loaded at at 121,60,21
[20:51:36] cqs-agdy GAME: catwalks loaded at at 138,27,21
[20:51:36] cqs-agdy GAME: office loaded at at 146,85,21
[20:51:37] cqs-agdy GAME: catwalks loaded at at 150,25,21
[20:51:37] cqs-agdy GAME: mechbay loaded at at 114,136,21
[20:51:38] cqs-agdy GAME: office loaded at at 65,117,21
[20:51:38] cqs-agdy GAME: freezer loaded at at 119,37,21
[20:51:39] cqs-agdy GAME: library loaded at at 81,142,21
[20:51:39] cqs-agdy GAME: cryo loaded at at 97,125,21
[20:51:40] cqs-agdy GAME: morgue loaded at at 67,41,21
[20:51:40] cqs-agdy GAME: toilet loaded at at 11,146,21
[20:51:41] cqs-agdy GAME: mechbay loaded at at 59,129,21
[20:51:42] cqs-agdy GAME: hydro loaded at at 106,59,21
[20:51:42] cqs-agdy GAME: Trash loaded at at 149,60,21
[20:51:43] cqs-agdy GAME: anomalysci loaded at at 51,146,21
[20:51:43] cqs-agdy GAME: mechbay loaded at at 121,80,21
[20:51:44] cqs-agdy GAME: Trash loaded at at 141,127,21
[20:51:44] cqs-agdy GAME: sm_core loaded at at 14,24,21
[20:51:45] cqs-agdy GAME: Trash loaded at at 15,95,21
[20:51:45] cqs-agdy GAME: Trash loaded at at 43,125,21
[20:51:46] cqs-agdy GAME: barricades loaded at at 14,115,21
[20:51:46] cqs-agdy GAME: mechbay loaded at at 84,32,21
[20:51:47] cqs-agdy GAME: freezer loaded at at 150,43,21
[20:51:47] cqs-agdy GAME: morgue loaded at at 12,73,21
[20:51:48] cqs-agdy GAME: toilet loaded at at 27,132,21
[20:51:49] cqs-agdy GAME: a lost roach loaded at at 90,77,21
[20:51:50] cqs-agdy GAME: freezer loaded at at 126,25,21
[20:51:51] cqs-agdy GAME: morgue loaded at at 98,144,21
[20:51:54] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:52:02] cqs-agdy SAY: Quick Kraftwerk Roach/ : 10101010011100010101.
[20:52:16] cqs-agdy SAY: *no key*/(/(rat (35))) squeals! 
[20:52:19] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
